,0,1,2,3,4,5,6,7,8
,0,1,2,3,4,5,6,7,8
0,4575294,5,135727,73196,0.99,134,0.009,92,0.001
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
,0,1,2,3,4,5,6,7,8
0,100007267631,5,539,78,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,38371315257,5,3579,829,0.97,16,0.028,2,0.002
,0,1,2,3,4,5,6,7,8
0,100015748716,5,1331,140,0.95,3,0.02,4,0.03
,0,1,2,3,4,5,6,7,8
0,10023776736442,5,20,2,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,34050745608,5,3097,1329,0.99,6,0.007,5,0.003
,0,1,2,3,4,5,6,7,8
0,59245230353,5,2687,371,0.95,8,0.03,8,0.02
,0,1,2,3,4,5,6,7,8
0,10023747772424,5,27,11,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10368382593,5,1421,1269,0.98,7,0.005,8,0.015
,0,1,2,3,4,5,6,7,8
0,100008972745,5,1330,139,0.95,3,0.02,4,0.03
,0,1,2,3,4,5,6,7,8
0,21131490362,5,959,605,0.99,5,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,1765831472,5,3064,1906,0.99,6,0.009,2,0.001
,0,1,2,3,4,5,6,7,8
0,100015748842,5,1330,139,0.95,3,0.02,4,0.03
,0,1,2,3,4,5,6,7,8
0,59752608563,5,237,41,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,23843510779,5,1020,657,0.99,3,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,59245230348,5,2687,371,0.95,8,0.03,8,0.02
,0,1,2,3,4,5,6,7,8
0,10021475218816,5,39,8,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,70544950599,5,351,43,0.97,0,0.0,1,0.03
,0,1,2,3,4,5,6,7,8
0,1748653737,5,856,357,0.97,5,0.022,3,0.008
,0,1,2,3,4,5,6,7,8
0,100007267631,5,539,78,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,54817848432,5,1207,205,0.95,3,0.013,7,0.037
,0,1,2,3,4,5,6,7,8
0,38371315257,5,3579,829,0.97,16,0.028,2,0.002
,0,1,2,3,4,5,6,7,8
0,10025673903102,5,4351,4282,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,64541238863,5,1054,150,0.96,3,0.028,2,0.012
,0,1,2,3,4,5,6,7,8
0,53361553333,5,1152,269,0.98,4,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,59245230353,5,2687,371,0.95,8,0.03,8,0.02
,0,1,2,3,4,5,6,7,8
0,10026212458275,5,5,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10368382593,5,1421,1269,0.98,7,0.005,8,0.015
,0,1,2,3,4,5,6,7,8
0,100009725453,5,401,44,0.95,2,0.05,0,0.0
,0,1,2,3,4,5,6,7,8
0,100008972745,5,1330,139,0.95,3,0.02,4,0.03
,0,1,2,3,4,5,6,7,8
0,1765831472,5,3064,1906,0.99,6,0.009,2,0.001
,0,1,2,3,4,5,6,7,8
0,100015748842,5,1330,139,0.95,3,0.02,4,0.03
,0,1,2,3,4,5,6,7,8
0,59752608563,5,237,41,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,23843510779,5,1020,657,0.99,3,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025955580943,4,26,15,0.78,1,0.052,3,0.168
,0,1,2,3,4,5,6,7,8
0,59245230348,5,2687,371,0.95,8,0.03,8,0.02
,0,1,2,3,4,5,6,7,8
0,10023755464230,5,23,4,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,57969940241,5,5239,1035,0.95,23,0.021,25,0.029
,0,1,2,3,4,5,6,7,8
0,5985118,5,6005,2072,0.99,8,0.01,2,0.0
,0,1,2,3,4,5,6,7,8
0,10023654192589,5,779,109,0.98,1,0.011,1,0.009
,0,1,2,3,4,5,6,7,8
0,10021448531697,5,33,6,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,46252461986,5,1203,292,0.99,1,0.007,1,0.003
,0,1,2,3,4,5,6,7,8
0,46779894604,5,477,52,0.96,1,0.022,1,0.018
,0,1,2,3,4,5,6,7,8
0,70545679291,5,353,45,0.97,0,0.0,1,0.03
,0,1,2,3,4,5,6,7,8
0,70299463581,5,52,9,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023017780176,5,65,10,0.9,1,0.1,0,0.0
,0,1,2,3,4,5,6,7,8
0,1,4,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,47003812200,5,3963,684,0.99,5,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,63705311564,5,39,4,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,70971107531,5,47,10,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100003637397,5,82964,20047,0.99,89,0.009,33,0.001
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
,0,1,2,3,4,5,6,7,8
0,67484814082,5,1889,153,0.93,7,0.052,3,0.018
,0,1,2,3,4,5,6,7,8
0,63637865048,5,232,34,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,1986735748,5,10629,2135,0.98,12,0.005,14,0.015
,0,1,2,3,4,5,6,7,8
0,10023768121280,4,29,2,0.66,1,0.34,0,0.0
,0,1,2,3,4,5,6,7,8
0,4969661,5,145584,101011,0.99,190,0.009,146,0.001
,0,1,2,3,4,5,6,7,8
0,59752590939,5,45,8,0.88,0,0.0,1,0.12
,0,1,2,3,4,5,6,7,8
0,12988688945,5,1397,605,0.99,0,0.0,1,0.01
,0,1,2,3,4,5,6,7,8
0,71126682353,5,26,11,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,59322132604,5,33,6,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,68492902614,5,775,136,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,47870580158,5,13,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10021467880655,5,23,2,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,1990232545,5,16373,3859,0.98,23,0.005,33,0.015
,0,1,2,3,4,5,6,7,8
0,10025850395809,5,38,32,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,71152794313,5,1181,177,0.98,1,0.005,2,0.015
,0,1,2,3,4,5,6,7,8
0,21131490362,5,959,605,0.99,5,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025924292668,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025227759000,5,3504,3204,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025332404938,5,779,109,0.98,1,0.011,1,0.009
,0,1,2,3,4,5,6,7,8
0,51713620913,5,2825,2702,0.99,0,0.0,1,0.01
,0,1,2,3,4,5,6,7,8
0,70112916845,5,250,34,0.97,0,0.0,1,0.03
,0,1,2,3,4,5,6,7,8
0,67136520703,5,696,448,0.98,5,0.016,2,0.004
,0,1,2,3,4,5,6,7,8
0,10025924281360,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,54270837632,5,10629,2135,0.98,12,0.005,14,0.015
,0,1,2,3,4,5,6,7,8
0,28031279465,5,482,122,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,71152780803,5,19,3,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,70899292054,5,154,19,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,65831761159,5,673,147,0.99,1,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,69690360553,5,185,27,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025898221307,5,42,7,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024251029052,5,3,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,63933912359,5,6830,3881,0.98,23,0.015,21,0.005
,0,1,2,3,4,5,6,7,8
0,10024657658041,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023374649368,5,120,16,0.88,1,0.065,1,0.055
,0,1,2,3,4,5,6,7,8
0,67046364222,5,624,108,0.89,7,0.061,6,0.049
,0,1,2,3,4,5,6,7,8
0,10023605729417,5,2351,315,0.96,6,0.022,6,0.018
,0,1,2,3,4,5,6,7,8
0,52295135852,5,673,147,0.99,1,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023845262808,5,2,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100009319517,5,80989,29778,0.99,101,0.008,72,0.002
,0,1,2,3,4,5,6,7,8
0,62390366542,5,1397,220,0.99,1,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,69669202414,5,143,21,0.95,1,0.05,0,0.0
,0,1,2,3,4,5,6,7,8
0,64092371014,5,1409,275,0.95,9,0.04,3,0.01
,0,1,2,3,4,5,6,7,8
0,8139291,5,94543,43684,0.99,198,0.007,134,0.003
,0,1,2,3,4,5,6,7,8
0,68140559810,5,6,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,41763897213,5,2623,388,0.99,0,0.0,3,0.01
,0,1,2,3,4,5,6,7,8
0,56653579302,5,60,13,0.86,1,0.074,1,0.066
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
,0,1,2,3,4,5,6,7,8
0,1,4,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,1153613,5,527246,299937,0.99,829,0.009,415,0.001
,0,1,2,3,4,5,6,7,8
0,1083784,5,1054165,527004,0.99,1609,0.009,968,0.001
,0,1,2,3,4,5,6,7,8
0,10024977779576,5,811,86,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,1153610,5,324615,128937,0.99,502,0.008,263,0.002
,0,1,2,3,4,5,6,7,8
0,1564204,5,252031,121403,0.99,339,0.009,235,0.001
,0,1,2,3,4,5,6,7,8
0,1153605,5,131449,52173,0.99,218,0.008,148,0.002
,0,1,2,3,4,5,6,7,8
0,100016778122,5,44088,5861,0.97,64,0.021,56,0.009
,0,1,2,3,4,5,6,7,8
0,4054792,5,112138,33026,0.99,111,0.009,59,0.001
,0,1,2,3,4,5,6,7,8
0,100005275282,5,27771,4401,0.99,17,0.003,19,0.007
,0,1,2,3,4,5,6,7,8
0,903409,5,1054160,526999,0.99,1609,0.009,968,0.001
,0,1,2,3,4,5,6,7,8
0,11945142500,5,36595,10727,0.98,68,0.006,71,0.014
,0,1,2,3,4,5,6,7,8
0,903401,5,1054155,526994,0.99,1609,0.009,968,0.001
,0,1,2,3,4,5,6,7,8
0,100017383520,5,44095,5868,0.97,64,0.021,56,0.009
,0,1,2,3,4,5,6,7,8
0,1158151,5,211786,147752,0.99,697,0.008,378,0.002
,0,1,2,3,4,5,6,7,8
0,4536454,5,527244,299935,0.99,829,0.009,415,0.001
,0,1,2,3,4,5,6,7,8
0,30238723359,5,510,65,0.98,1,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,100007593069,5,13833,1805,0.98,16,0.016,8,0.004
,0,1,2,3,4,5,6,7,8
0,4858917,5,102185,51918,0.99,86,0.01,51,0.0
,0,1,2,3,4,5,6,7,8
0,100009233535,5,4945,697,0.99,1,0.001,6,0.009
,0,1,2,3,4,5,6,7,8
0,100006078392,5,44101,5874,0.97,64,0.021,56,0.009
,0,1,2,3,4,5,6,7,8
0,100006462248,5,35910,6500,0.96,134,0.024,110,0.016
,0,1,2,3,4,5,6,7,8
0,100006623334,5,112134,33022,0.99,111,0.009,59,0.001
,0,1,2,3,4,5,6,7,8
0,57286314933,5,5677,753,0.96,11,0.014,17,0.026
,0,1,2,3,4,5,6,7,8
0,10987971059,5,75462,49832,0.98,381,0.007,514,0.013
,0,1,2,3,4,5,6,7,8
0,100009803323,5,44097,5870,0.97,64,0.021,56,0.009
,0,1,2,3,4,5,6,7,8
0,3816695,5,119304,49684,0.97,648,0.02,535,0.01
,0,1,2,3,4,5,6,7,8
0,100001735273,5,41413,6757,0.98,55,0.017,25,0.003
,0,1,2,3,4,5,6,7,8
0,11067140567,5,4208,1797,0.98,12,0.006,20,0.014
,0,1,2,3,4,5,6,7,8
0,100000217807,5,79746,16589,0.99,64,0.008,38,0.002
,0,1,2,3,4,5,6,7,8
0,903403,5,1054163,527002,0.99,1609,0.009,968,0.001
,0,1,2,3,4,5,6,7,8
0,100016778122,5,44088,5861,0.97,64,0.021,56,0.009
,0,1,2,3,4,5,6,7,8
0,100011380272,5,20314,3188,0.98,33,0.016,13,0.004
,0,1,2,3,4,5,6,7,8
0,11067140567,5,4208,1797,0.98,12,0.006,20,0.014
,0,1,2,3,4,5,6,7,8
0,100000217807,5,79746,16589,0.99,64,0.008,38,0.002
,0,1,2,3,4,5,6,7,8
0,3816695,5,119304,49684,0.97,648,0.02,535,0.01
,0,1,2,3,4,5,6,7,8
0,10024977779576,5,811,86,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100017383520,5,44095,5868,0.97,64,0.021,56,0.009
,0,1,2,3,4,5,6,7,8
0,100001735273,5,41413,6757,0.98,55,0.017,25,0.003
,0,1,2,3,4,5,6,7,8
0,903403,5,1054163,527002,0.99,1609,0.009,968,0.001
,0,1,2,3,4,5,6,7,8
0,57286314933,5,5677,753,0.96,11,0.014,17,0.026
,0,1,2,3,4,5,6,7,8
0,100009555845,5,1054157,526996,0.99,1609,0.009,968,0.001
,0,1,2,3,4,5,6,7,8
0,100004017739,5,112137,33025,0.99,111,0.009,59,0.001
,0,1,2,3,4,5,6,7,8
0,5339368,5,145587,101014,0.99,190,0.009,146,0.001
,0,1,2,3,4,5,6,7,8
0,100014312634,5,12858,1585,0.99,13,0.01,1,0.0
,0,1,2,3,4,5,6,7,8
0,100013389522,5,95863,11142,0.99,45,0.01,10,0.0
,0,1,2,3,4,5,6,7,8
0,100007350165,5,16606,2549,0.99,17,0.009,4,0.001
,0,1,2,3,4,5,6,7,8
0,100007556520,5,8055,1757,0.98,26,0.016,8,0.004
,0,1,2,3,4,5,6,7,8
0,100011380270,5,6555,870,0.98,10,0.016,4,0.004
,0,1,2,3,4,5,6,7,8
0,100003463479,5,18755,2891,0.97,35,0.022,25,0.008
,0,1,2,3,4,5,6,7,8
0,794450,5,175361,88994,0.99,211,0.009,101,0.001
,0,1,2,3,4,5,6,7,8
0,65387068414,5,6685,887,0.98,10,0.014,6,0.006
,0,1,2,3,4,5,6,7,8
0,900427,5,40443,22150,0.99,73,0.009,37,0.001
,0,1,2,3,4,5,6,7,8
0,4218287,5,19129,10458,0.99,19,0.009,17,0.001
,0,1,2,3,4,5,6,7,8
0,5700646,5,26631,8423,0.99,35,0.009,9,0.001
,0,1,2,3,4,5,6,7,8
0,100009233535,5,4945,697,0.99,1,0.001,6,0.009
,0,1,2,3,4,5,6,7,8
0,72295065507,5,24754,3003,0.98,30,0.017,10,0.003
,0,1,2,3,4,5,6,7,8
0,71975431233,5,18004,3295,0.97,44,0.02,36,0.01
,0,1,2,3,4,5,6,7,8
0,100010252290,5,3997,556,0.98,3,0.005,4,0.015
,0,1,2,3,4,5,6,7,8
0,29614171750,5,55205,16011,0.96,242,0.014,302,0.026
,0,1,2,3,4,5,6,7,8
0,10021423317841,5,6801,887,0.98,13,0.019,1,0.001
,0,1,2,3,4,5,6,7,8
0,1,4,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100003904767,5,4480,792,0.99,7,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,100011380272,5,20314,3188,0.98,33,0.016,13,0.004
,0,1,2,3,4,5,6,7,8
0,1234194769,5,344318,187503,0.99,577,0.009,361,0.001
,0,1,2,3,4,5,6,7,8
0,100013438934,5,10396,1507,0.99,9,0.008,4,0.002
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
,0,1,2,3,4,5,6,7,8
0,72492698967,5,190,20,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,1,4,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,794450,5,175361,88994,0.99,211,0.009,101,0.001
,0,1,2,3,4,5,6,7,8
0,18230955736,5,32370,10918,0.96,210,0.029,128,0.011
,0,1,2,3,4,5,6,7,8
0,4969661,5,145584,101011,0.99,190,0.009,146,0.001
,0,1,2,3,4,5,6,7,8
0,100009615641,5,12114,1960,0.98,17,0.013,14,0.007
,0,1,2,3,4,5,6,7,8
0,3126183,5,14652,8835,0.99,22,0.009,17,0.001
,0,1,2,3,4,5,6,7,8
0,48348550675,5,2194,424,0.98,6,0.016,2,0.004
,0,1,2,3,4,5,6,7,8
0,100004648637,5,44088,5861,0.97,64,0.021,56,0.009
,0,1,2,3,4,5,6,7,8
0,58583948037,5,8023,5304,0.98,27,0.005,36,0.015
,0,1,2,3,4,5,6,7,8
0,325467,5,32386,22832,0.99,115,0.008,59,0.002
,0,1,2,3,4,5,6,7,8
0,5097994,5,145584,101011,0.99,190,0.009,146,0.001
,0,1,2,3,4,5,6,7,8
0,7368523,5,41342,13527,0.99,37,0.01,10,0.0
,0,1,2,3,4,5,6,7,8
0,100012284024,5,6946,933,0.99,2,0.008,2,0.002
,0,1,2,3,4,5,6,7,8
0,10022469203443,5,1,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,57668738913,5,1513,232,0.97,2,0.008,3,0.022
,0,1,2,3,4,5,6,7,8
0,68748927477,5,4724,2212,0.98,22,0.012,19,0.008
,0,1,2,3,4,5,6,7,8
0,100013904156,5,572,78,0.96,0,0.0,3,0.04
,0,1,2,3,4,5,6,7,8
0,100005275254,5,1149,237,0.99,0,0.0,1,0.01
,0,1,2,3,4,5,6,7,8
0,25097805089,5,5257,1695,0.97,15,0.008,32,0.022
,0,1,2,3,4,5,6,7,8
0,100010016141,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,52505463725,5,3155,524,0.99,2,0.003,3,0.007
,0,1,2,3,4,5,6,7,8
0,69806493961,5,458,52,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024864765377,5,32,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100010522980,5,34864,21963,0.99,113,0.007,86,0.003
,0,1,2,3,4,5,6,7,8
0,55822433276,5,1723,640,0.99,2,0.009,1,0.001
,0,1,2,3,4,5,6,7,8
0,65387068414,5,6685,887,0.98,10,0.014,6,0.006
,0,1,2,3,4,5,6,7,8
0,40141022909,5,1226,282,0.98,2,0.017,1,0.003
,0,1,2,3,4,5,6,7,8
0,24716452527,5,8024,5305,0.98,27,0.005,36,0.015
,0,1,2,3,4,5,6,7,8
0,10023779394636,5,87,8,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023008661428,5,6,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,40141022905,5,1226,282,0.98,2,0.017,1,0.003
,0,1,2,3,4,5,6,7,8
0,10026221782836,5,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,55822433277,5,1723,640,0.99,2,0.009,1,0.001
,0,1,2,3,4,5,6,7,8
0,51006873588,5,20835,5661,0.96,94,0.016,102,0.024
,0,1,2,3,4,5,6,7,8
0,100011745244,5,1056,115,0.97,1,0.008,2,0.022
,0,1,2,3,4,5,6,7,8
0,69585031204,5,117,15,1.0,0,0.0,0,0.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
,0,1,2,3,4,5,6,7,8
0,57606156921,5,3383,480,0.98,4,0.014,3,0.006
,0,1,2,3,4,5,6,7,8
0,4023843,5,39146,18286,0.99,29,0.01,15,0.0
,0,1,2,3,4,5,6,7,8
0,67138544049,5,2393,388,0.97,5,0.018,5,0.012
,0,1,2,3,4,5,6,7,8
0,10025370961030,5,1,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,67138544049,5,2393,388,0.97,5,0.018,5,0.012
,0,1,2,3,4,5,6,7,8
0,6047347,5,102185,51918,0.99,86,0.01,51,0.0
,0,1,2,3,4,5,6,7,8
0,12441064314,5,6486,4349,0.99,23,0.007,17,0.003
,0,1,2,3,4,5,6,7,8
0,100006953615,5,114393,59863,0.99,246,0.008,123,0.002
,0,1,2,3,4,5,6,7,8
0,100000469750,5,4427,1622,0.97,21,0.023,13,0.007
,0,1,2,3,4,5,6,7,8
0,100006461598,5,10421,1875,0.95,51,0.029,43,0.021
,0,1,2,3,4,5,6,7,8
0,11960581208,5,5119,4572,0.99,18,0.003,22,0.007
,0,1,2,3,4,5,6,7,8
0,10022765150399,5,134,25,0.96,1,0.04,0,0.0
,0,1,2,3,4,5,6,7,8
0,100008160525,5,5114,662,0.98,10,0.019,1,0.001
,0,1,2,3,4,5,6,7,8
0,67134216837,5,18923,2811,0.97,38,0.021,27,0.009
,0,1,2,3,4,5,6,7,8
0,67134216830,5,18922,2810,0.97,38,0.021,27,0.009
,0,1,2,3,4,5,6,7,8
0,100017473196,5,185522,52907,0.99,212,0.009,93,0.001
,0,1,2,3,4,5,6,7,8
0,10024305799287,5,592,79,0.97,2,0.03,0,0.0
,0,1,2,3,4,5,6,7,8
0,67134216825,5,18922,2810,0.97,38,0.021,27,0.009
,0,1,2,3,4,5,6,7,8
0,67134216828,5,18920,2808,0.97,38,0.021,27,0.009
,0,1,2,3,4,5,6,7,8
0,67134216835,5,18920,2808,0.97,38,0.021,27,0.009
,0,1,2,3,4,5,6,7,8
0,67134216833,5,18920,2808,0.97,38,0.021,27,0.009
,0,1,2,3,4,5,6,7,8
0,100007018645,5,8772,1343,0.99,7,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,67134216826,5,18920,2808,0.97,38,0.021,27,0.009
,0,1,2,3,4,5,6,7,8
0,22367391367,5,39130,27015,0.99,136,0.006,124,0.004
,0,1,2,3,4,5,6,7,8
0,100015592812,5,1388,154,0.99,1,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,70907886101,5,54,21,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,30194329209,5,5004,1841,0.98,23,0.015,11,0.005
,0,1,2,3,4,5,6,7,8
0,29588569955,5,410,210,0.96,2,0.009,6,0.031
,0,1,2,3,4,5,6,7,8
0,4875291,5,53789,32222,0.99,45,0.009,33,0.001
,0,1,2,3,4,5,6,7,8
0,100007567873,5,154,19,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100015658962,5,26145,4647,0.99,29,0.009,9,0.001
,0,1,2,3,4,5,6,7,8
0,100013786294,5,41409,6753,0.98,55,0.017,25,0.003
,0,1,2,3,4,5,6,7,8
0,100008826581,5,26147,4649,0.99,29,0.009,9,0.001
,0,1,2,3,4,5,6,7,8
0,1,4,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10026117190961,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,64416997553,5,6274,1073,0.98,9,0.015,6,0.005
,0,1,2,3,4,5,6,7,8
0,64416997555,5,6273,1073,0.98,8,0.015,6,0.005
,0,1,2,3,4,5,6,7,8
0,70375887609,5,6273,1073,0.98,8,0.015,6,0.005
,0,1,2,3,4,5,6,7,8
0,12050551282,5,1058,741,0.99,3,0.006,3,0.004
,0,1,2,3,4,5,6,7,8
0,10020758446101,5,704,78,0.96,2,0.028,1,0.012
,0,1,2,3,4,5,6,7,8
0,4174812,5,39462,22359,0.99,37,0.009,26,0.001
,0,1,2,3,4,5,6,7,8
0,10024043265530,5,259,43,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025423510506,5,186,15,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,58949707465,5,4343,901,0.98,5,0.005,8,0.015
,0,1,2,3,4,5,6,7,8
0,59297263877,5,4342,900,0.98,5,0.005,8,0.015
,0,1,2,3,4,5,6,7,8
0,68489554610,5,105,13,0.81,2,0.128,1,0.062
,0,1,2,3,4,5,6,7,8
0,69801809597,5,3,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,23465456406,5,3278,1135,0.99,2,0.001,4,0.009
,0,1,2,3,4,5,6,7,8
0,100009906221,5,90,19,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,57327859299,5,8390,1738,0.99,13,0.008,4,0.002
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
,0,1,2,3,4,5,6,7,8
0,57327859299,5,8390,1738,0.99,13,0.008,4,0.002
,0,1,2,3,4,5,6,7,8
0,57327859298,5,8390,1738,0.99,13,0.008,4,0.002
,0,1,2,3,4,5,6,7,8
0,46252461986,5,1203,292,0.99,1,0.007,1,0.003
,0,1,2,3,4,5,6,7,8
0,10021423871644,5,10,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,60557588525,5,8390,1738,0.99,13,0.008,4,0.002
,0,1,2,3,4,5,6,7,8
0,100016382556,5,665,84,0.97,1,0.019,1,0.011
,0,1,2,3,4,5,6,7,8
0,100003463479,5,18755,2891,0.97,35,0.022,25,0.008
,0,1,2,3,4,5,6,7,8
0,43144134659,5,2474,535,0.97,8,0.025,3,0.005
,0,1,2,3,4,5,6,7,8
0,10441847122,5,13152,9163,0.99,17,0.001,21,0.009
,0,1,2,3,4,5,6,7,8
0,10025905251599,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,66322334166,5,3765,3248,0.98,19,0.005,20,0.015
,0,1,2,3,4,5,6,7,8
0,10441847121,5,13150,9161,0.99,17,0.001,21,0.009
,0,1,2,3,4,5,6,7,8
0,18122272472,5,450,214,0.98,2,0.011,2,0.009
,0,1,2,3,4,5,6,7,8
0,71253006358,5,42,8,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10021792654960,5,2563,349,0.97,4,0.011,5,0.019
,0,1,2,3,4,5,6,7,8
0,10026107169665,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100009906221,5,90,19,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,57327859299,5,8390,1738,0.99,13,0.008,4,0.002
,0,1,2,3,4,5,6,7,8
0,57327859298,5,8390,1738,0.99,13,0.008,4,0.002
,0,1,2,3,4,5,6,7,8
0,46252461986,5,1203,292,0.99,1,0.007,1,0.003
